Relay Height,Gain,Delay,Time Constant,Actual A ,Noisy A,Time period,Estimated T,Estimated D,Estimated T(N),Estimated D(N)
1,7,8,10,3.852,3.817,24.774,8.2274975,7.955490867,8.320170493,7.938338619
1,7,8,10.5,3.729,3.7,24.975,8.629445303,7.959425506,8.71136523,7.945197545
1,7,8,11,3.615,3.578,25.165,9.026406851,7.963755169,9.138014671,7.945583166
1,7,8,11.5,3.508,3.473,25.345,9.421895936,7.967889779,9.534149878,7.950674052
1,7,8,12,3.405,3.376,25.516,9.824083422,7.970731909,9.922821937,7.956444117
1,7,8,12.5,3.308,3.286,25.678,10.22507273,7.973324737,10.30442464,7.962466757
1,7,8,13,3.215,3.177,25.832,10.63071396,7.975046512,10.77675754,7.956268905
1,7,8,13.5,3.129,3.092,25.978,11.02790943,7.977430716,11.17829864,7.959115114
1,7,8,14,3.044,3.017,26.118,11.43978999,7.978164162,11.55561828,7.964773766
1,7,8,14.5,2.961,2.945,26.252,11.86270166,7.977771805,11.93512213,7.969822239
1,7,8,15,2.892,2.875,26.379,12.23931194,7.981955493,12.32017159,7.973492454
1,7,8,15.5,2.822,2.804,26.501,12.63632459,7.983899444,12.72644804,7.974922444
1,7,8,16,2.752,2.737,26.618,13.0504251,7.984118611,13.12946182,7.976624667
1,7,8,16.5,2.689,2.671,26.729,13.44382461,7.985836146,13.54346191,7.976827801
1,7,8,17,2.626,2.621,26.836,13.853471,7.986175351,13.88240837,7.98366821
1,7,8,17.5,2.568,2.554,26.939,14.25022946,7.987660569,14.33539401,7.98062931
1,7,8,18,2.51,2.486,27.038,14.6626487,7.98780084,14.81633262,7.975729321
1,7,8,18.5,2.457,2.431,27.133,15.05859353,7.989128109,15.23281764,7.976028537
1,7,8,19,2.403,2.386,27.225,15.47678865,7.988930459,15.59566989,7.980350289
1,7,8,19.5,2.354,2.342,27.313,15.87507148,7.989955055,15.96249522,7.983887958
1,7,8,20,2.307,2.28,27.398,16.27296798,7.99099677,16.47942522,7.977326681
1,9,8,1,8.997,9.027,17.386,2.182921279,6.844772634,2.163958211,6.856500533
1,9,8,1.5,8.956,8.983,18.072,2.296033841,7.098291622,2.278260211,7.109180466
1,9,8,2,8.835,8.833,18.736,2.463287813,7.309147196,2.464662715,7.308330133
1,9,8,2.5,8.632,8.601,19.363,2.690921973,7.469412543,2.713289169,7.45676686
1,9,8,3,8.374,8.333,19.947,2.965784074,7.588052244,2.997010032,7.571459385
1,9,8,3.5,8.084,8.032,20.487,3.276082036,7.6748783,3.318169097,7.654068367
1,9,8,4,7.778,7.714,20.985,3.613767961,7.737854539,3.669166792,7.712542831
1,9,8,4.5,7.478,7.408,21.444,3.963123047,7.787352433,4.028120623,7.759933068
1,9,8,5,7.183,7.116,21.867,4.326255957,7.824384928,4.393149646,7.798347377
1,9,8,5.5,6.896,6.829,22.259,4.701896985,7.852192073,4.774018576,7.826328255
1,9,8,6,6.626,6.541,22.622,5.080521334,7.875168523,5.179383477,7.842539756
1,9,8,6.5,6.369,6.296,22.959,5.465777481,7.89298871,5.557243165,7.86505893
1,9,8,7,6.129,6.07,23.272,5.85160601,7.908044479,5.931118993,7.885518267
1,9,8,7.5,5.9,5.85,23.565,6.245030016,7.919551929,6.317547878,7.900491887
1,9,8,8,5.686,5.63,23.838,6.638810232,7.929179451,6.726271392,7.90785873
1,9,8,8.5,5.484,5.432,24.094,7.036112712,7.93691624,7.123353612,7.917126121
1,9,8,9,5.299,5.266,24.335,7.426695686,7.94544341,7.485843914,7.932874825
1,9,8,9.5,5.122,5.08,24.561,7.823660832,7.951439347,7.904410623,7.935439529
1,9,8,10,4.953,4.903,24.774,8.226622075,7.955654393,8.32966928,7.936598151
1,9,8,10.5,4.794,4.751,24.975,8.630380434,7.959261833,8.724972035,7.942855709
1,9,8,11,4.648,4.594,25.165,9.026074798,7.963809795,9.152917743,7.94318477
1,9,8,11.5,4.51,4.462,25.345,9.422602234,7.967780374,9.54242687,7.949418252
1,9,8,12,4.378,4.335,25.516,9.823708074,7.970786691,9.937709504,7.954310931
1,9,8,12.5,4.254,4.218,25.678,10.22268329,7.973653946,10.32380905,7.959836245
1,9,8,13,4.134,4.083,25.832,10.62944702,7.975211374,10.78194067,7.955610638
1,9,8,13.5,4.023,3.974,25.978,11.02790943,7.977430716,11.18286666,7.958565562
1,9,8,14,3.914,3.874,26.118,11.43884464,7.978274436,11.57246123,7.962846389
1,9,8,14.5,3.807,3.78,16.252,7.343921504,4.938852178,7.402859809,4.932393526
1,9,8,15,3.718,3.69,26.379,12.24036316,7.981844827,12.34412549,7.971004432
1,9,8,15.5,3.628,3.598,26.501,12.6374306,7.983788578,12.75448511,7.972153046
1,9,8,16,3.538,3.513,26.618,13.05159005,7.984007559,13.15421875,7.974294091
1,9,8,16.5,3.457,3.428,26.729,13.44504697,7.985724895,13.57012356,7.974437705
1,9,8,17,3.377,3.361,26.836,13.85026222,7.98645395,13.92245036,7.980214667
1,9,8,17.5,3.301,3.277,26.939,14.25359211,7.987381484,14.36739055,7.978007423
1,9,8,18,3.227,3.193,27.038,14.66335371,7.987744931,14.83286465,7.974444509
1,9,8,18.5,3.16,3.123,27.133,15.05343618,7.989520151,15.24636771,7.975021346
1,9,8,19,3.089,3.062,27.225,15.47987607,7.98870608,15.62701893,7.978107887
1,9,8,19.5,3.027,3.005,27.313,15.87265529,7.990123619,15.99754338,7.981472997
1,9,8,20,2.966,2.93,27.398,16.27380805,7.990940491,16.4880225,7.97676437
