Relay Height,Gain,Time Constant(T1),Time Constant(T2),Delay,Amplitude ,Time Period,Estimated T1,Estimated T2
1,6,8,2,5,2.697,21.213,7.658024802,1.866610963
1,8,7,4,4,2.787,21.234,8.067905353,3.369147325
1,5,7,7,2,0.9414,17.23,6.178703239,6.178703239
1,4,6,3,3,1.29,16.588,6.675521692,2.779197245
1,4,8,3,6,1.895,26.056,8.29902194,2.760699932
1,10,10,8,4,2.384,27.83,10.61627856,7.959143098
1,8,4,2,4,4.455,16.371,4.209578232,1.743923926
1,4,10,7,7,1.631,35.454,10.65158993,6.016074804
1,7,9,7,3,1.502,22.528,7.897995119,7.897995119
1,8,5,2,5,4.751,19.622,4.787298357,1.905066557
1,6,5,4,3,1.963,16.949,6.234995186,3.177961031
1,9,9,7,3,1.931,22.528,7.89857942,7.89857942
1,4,4,1,4,2.398,14.333,3.956438011,0.807761474
1,8,9,8,3,1.658,23.406,8.25094993,8.25094993
1,2,10,1,5,0.7877,19.499,9.104562841,0.919826724
1,5,10,1,6,2.266,22.065,8.923782033,0.848830948
1,7,5,4,7,4.27,27.466,6.263698981,2.856268109
1,4,4,3,6,2.669,22.653,4.446813505,2.40286527
1,1,5,3,2,0.2601,12.812,5.457926927,2.836494742
1,9,9,4,6,3.901,28.115,9.14214296,3.656224159
1,7,5,5,6,3.716,26.456,6.021036885,3.970742966
1,9,10,5,6,3.487,30.617,10.2459389,4.853522452
1,8,8,3,3,2.154,17.289,8.795987987,2.742392855
1,2,9,6,5,0.6529,27.815,10.75273397,4.858898234
1,7,8,7,4,1.939,24.808,10.10053246,5.298002884
1,10,4,2,4,5.569,16.371,4.209131966,1.744102931
1,9,10,7,5,2.63,29.302,12.46447158,5.380719147
1,10,5,4,7,6.1,27.466,6.263698981,2.856268109
1,10,2,1,4,7.946,12.697,2.336490394,0.634956639
1,7,10,2,4,2.19,19.284,10.11288149,1.933426887
1,1,9,1,5,0.4264,19.208,8.188548939,0.920722511
1,6,5,3,3,2.148,16.003,5.662335185,2.705714174
1,8,9,2,5,3.33,21.807,8.560739586,1.965726306
1,1,10,6,4,0.2612,25.03,11.30662331,5.076494219
1,4,7,5,6,1.768,28.089,8.780157604,3.762504724
1,5,9,6,5,1.632,27.815,10.75624776,4.857775931
1,1,9,6,3,0.2205,20.914,9.985432651,5.085683486
1,9,2,1,4,7.151,12.697,2.336804076,0.634809168
1,2,8,8,3,0.4312,22.681,7.873271027,7.873271027
1,5,6,5,6,2.366,27.228,7.89482913,3.563643242
1,9,9,7,3,1.931,22.528,7.89857942,7.89857942
1,6,10,6,7,2.534,34.255,10.53883452,5.225784608
1,9,8,2,6,4.406,23.852,8.149034596,1.723585803
1,10,7,7,7,4.658,33.477,8.263582655,5.822017958
1,9,9,4,5,3.436,25.656,8.744473922,4.064997414
1,5,5,1,6,3.403,19.737,4.759014509,0.782508271
1,9,10,9,3,1.715,23.721,9.205008746,8.796199402
1,7,8,4,2,1.344,15.12,7.644033787,4.143876993
1,9,10,9,6,3.112,34.38,9.152536015,8.772092264
1,9,7,5,4,2.871,22.78,8.679267363,4.238704998
1,7,8,3,6,3.316,26.056,8.300193534,2.760362153
1,10,10,9,7,3.771,37.214,11.62069647,6.883548846
1,10,6,4,3,2.998,17.604,7.071754872,3.370347764
1,5,9,1,7,2.58,24.226,8.529553258,0.70099841
1,8,10,7,3,1.644,23.102,8.296309129,8.296309129
1,5,7,7,4,1.454,24.183,9.515021756,5.011827821
1,3,10,6,6,1.145,32.036,9.394851562,6.310984188
1,9,10,2,5,3.487,22.014,9.493564197,1.901577828
1,8,8,4,5,3.24,24.712,8.160173151,3.654037501
1,10,5,1,4,5.268,15.031,4.863016387,0.889287502
1,3,7,3,2,0.6472,13.472,7.335155872,2.829914589
1,9,7,5,3,2.346,19.55,7.772110845,4.714361703
1,3,3,2,3,1.603,13.118,3.041383747,1.889016781
1,5,10,1,7,2.404,24.993,9.510186581,0.836035864
1,1,6,5,4,0.3525,21.676,7.588058739,3.833532773
1,7,9,7,3,1.502,22.528,7.897995119,7.897995119
1,10,5,3,2,2.601,12.812,5.457926927,2.836494742
1,1,8,5,7,0.4792,31.893,8.858403046,4.381240842
1,6,8,3,6,2.843,26.056,8.296288352,2.761488441
1,7,9,8,7,2.868,35.487,10.46822297,6.128394916
1,7,5,1,2,2.204,9.643,5.012954778,0.972338751
1,5,9,2,6,2.274,24.316,9.090349639,1.741719819
1,1,10,7,3,0.2055,23.102,8.296309129,8.296309129
1,2,6,2,7,1.328,25.067,5.710890018,1.81031857
1,2,8,2,2,0.4028,12.326,8.645470152,1.919163686
1,1,3,1,3,0.5746,11.36,3.158306972,0.832311004
1,7,9,3,6,3.074,26.615,9.365862638,2.769644306
1,5,7,2,3,1.661,15.385,6.804858028,2.025085484
1,8,10,5,6,3.1,30.617,10.24251569,4.85478086
1,5,5,4,6,2.924,25.047,5.098219891,3.562255116
1,6,9,4,7,2.931,31.128,8.836719106,3.915446251
1,8,6,4,4,3.034,20.631,7.037087591,3.308378628
1,6,5,2,5,3.563,19.625,4.787132215,1.906774927
1,7,9,2,4,2.447,18.966,8.686219187,1.978089219
1,8,8,6,2,1.485,16.954,6.24817599,6.24817599
1,2,9,9,2,0.3006,19.381,7.890110078,7.890110078
1,8,3,1,4,5.492,13.663,3.118639667,0.769734441
1,6,9,5,6,2.428,29.434,9.922583214,4.201453201
1,3,6,5,3,0.8422,18.897,6.967732904,4.491781726
1,7,10,4,2,1.178,15.407,9.657957648,3.851109414
1,3,9,7,7,1.28,34.714,9.891039988,5.841099262
1,1,7,3,3,0.2935,17.086,7.687909523,2.842601621
1,3,8,5,4,0.8999,23.418,9.457033588,4.444706822
1,5,10,6,7,2.112,34.255,10.53465092,5.227480109
1,6,5,4,7,3.66,24.466,6.722951338,1.196355612
1,3,10,4,4,0.8432,23.099,10.90496319,3.845679982
1,10,10,1,4,3.318,16.743,9.225295425,0.975432455
1,5,7,6,6,2.149,29.136,8.78272553,4.431074105
1,7,7,4,7,3.913,29.289,6.999074923,3.593082175
1,5,5,4,6,2.924,25.047,5.098219891,3.562255116
1,9,3,2,5,6.514,17.754,3.287846177,1.585075629
1,5,10,8,2,0.7482,19.273,7.918488749,7.918488749
1,7,10,3,2,1.204,14.256,10.03174645,2.929211455
1,5,10,5,4,1.34,23.979,11.40435694,4.306029429
1,7,9,8,4,1.757,27.102,9.925561699,7.5794382
1,6,3,3,3,2.766,14.324,3.728695438,2.364349954
1,8,8,3,2,1.591,14.023,8.074194618,3.083988748
1,4,6,5,4,1.41,21.676,7.588058739,3.833532773
1,8,7,4,3,2.216,18.147,7.939702293,3.500614817
1,7,4,2,7,5.499,22.993,4.095317216,1.492233135
1,7,5,2,6,4.458,21.887,5.280377332,1.60395025
1,2,4,2,2,0.645,10.994,4.484838977,1.80074373
1,2,7,6,4,0.608,23.81,8.826159804,4.984735777
1,3,8,2,2,0.6042,12.436,8.617438909,1.981940556
1,4,3,1,2,1.794,8.877,3.007814344,0.954814432
1,3,10,1,7,1.443,24.933,9.493025823,0.815617762
1,4,4,1,2,1.489,9.319,3.978116216,0.970020088
1,1,8,1,4,0.3828,16.216,7.651228954,0.931136157
1,2,10,9,4,0.4539,28.648,11.01674668,8.654311986
1,5,8,6,3,1.151,20.523,9.422662909,4.933929361
1,3,5,2,4,1.482,17.074,5.182630622,1.787086284
1,5,6,6,4,1.606,22.992,8.362336708,4.51938198
1,2,9,4,3,0.481,18.955,9.773192317,3.617941376
1,3,11,11,7,1.003,41.125,10.92952491,10.92952491
1,4,9,7,8,1.905,37.331,9.656982854,5.829248033
1,7,11,6,4,1.738,26.326,11.46871078,6.066872323
1,4,10,10,3,0.7273,24.267,10.14106029,8.816926083
1,6,5,3,3,2.148,16.003,5.662335185,2.705714174
1,10,2,2,6,8.58,18.607,2.893925156,1.053040951
1,5,10,5,6,1.937,30.617,10.24867702,4.852516616
1,9,9,3,7,4.573,28.913,8.816632821,2.700125133
1,8,9,8,2,1.248,18.191,7.527962213,7.527962213
1,2,11,2,6,0.8011,25.31,10.8871056,1.875188346
1,6,7,3,8,3.845,30.235,6.688456669,2.832195998
1,6,10,8,2,0.8979,19.273,7.917959615,7.917959615
1,7,8,3,4,2.545,20.372,7.810626593,2.904947025
1,11,11,7,8,4.677,39.663,11.43793017,6.60166564
1,10,11,4,6,3.719,29.025,11.7468625,3.487182872
1,11,10,6,2,1.709,17.243,9.07264012,5.904963896
1,10,10,7,8,4.459,38.891,10.45434544,6.539778662
1,8,11,10,6,2.565,35.564,11.18019718,8.428361294
1,2,11,5,6,0.742,31.193,10.93936007,4.992896215
1,9,11,10,3,1.563,24.516,11.80697779,8.083683385
1,4,6,6,8,2.29,33.692,7.185799292,4.702750483
1,10,5,4,3,3.271,17.147,6.064021585,3.399655912
1,2,5,4,7,1.22,27.466,6.263698981,2.856268109
1,5,11,8,8,2.042,40.984,11.63993686,7.502080819
1,8,11,9,3,1.454,24.179,10.57006621,8.381245233
1,10,8,7,5,3.276,28.147,10.437912,5.204132582
1,10,11,7,2,1.471,18.298,7.991080201,7.991080201
1,10,9,6,8,4.893,36.092,9.783826399,4.92716881
1,6,11,4,8,2.873,34.545,10.89549398,3.626174747
1,7,9,9,7,2.751,36.392,10.99065901,6.556487843
1,8,9,4,5,3.054,25.656,8.745922043,4.064481365
1,3,9,9,6,1.078,34.494,8.636661453,8.636661453
1,6,8,7,5,1.966,28.147,10.43289478,5.205967297
1,6,8,4,5,2.43,24.712,8.160173151,3.654037501
1,10,8,4,8,5.547,32.893,8.441011893,3.564496261
1,8,8,2,2,1.611,12.326,8.646920695,1.919024706
1,10,10,4,6,4.086,28.657,10.05516608,3.696540227
1,8,9,2,8,4.51,29.353,8.745590062,1.699794799
1,3,10,6,7,1.267,34.255,10.53883452,5.225784608
1,8,5,4,3,2.617,17.173,6.03709291,3.432154677
1,10,11,7,2,1.471,18.298,7.991080201,7.991080201
1,7,9,6,5,2.285,27.815,10.75423991,4.858417125
1,9,10,9,2,1.294,19.075,8.228807753,8.228807753
1,5,7,3,8,3.204,30.235,6.689372376,2.83177554
1,9,8,2,3,2.73,15.569,7.776586959,1.957266781
1,2,4,3,5,1.186,20.419,4.41837374,2.555665387
1,11,8,4,6,5.08,27.814,8.057349915,3.865200741
1,9,10,6,3,1.903,21.34,10.51814051,5.287618064
1,11,9,5,8,5.612,34.877,9.403732149,4.333154788
1,6,6,4,2,1.336,14.305,6.011718564,4.009405064
1,5,10,2,7,2.478,27.375,9.341020963,1.844951263
1,2,9,7,7,0.8533,34.714,9.892277878,5.840475933
1,11,9,3,2,2.028,14.296,8.987343711,3.113679689
1,10,11,2,7,4.657,27.796,10.24396856,1.850240048
1,7,11,2,2,1.185,12.818,10.73507547,2.010983632
1,11,10,9,5,3.02,32.091,11.56975473,8.088064164
1,3,10,8,8,1.281,40.13,10.7608266,7.327543645
1,3,9,2,6,1.364,24.316,9.09424455,1.741001468
1,5,4,4,8,3.774,28.024,4.660638096,2.676941821
1,9,5,4,3,2.944,17.173,6.037808644,3.431840999
1,11,11,3,3,2.366,18.165,11.93070253,2.808122629
1,4,9,8,8,1.79,39.2,9.909895453,7.107435382
1,8,7,7,3,1.861,20.676,9.00453179,5.233673721
1,8,11,9,7,2.926,37.996,11.92708968,7.352375944
1,8,11,6,5,2.332,28.939,12.73745169,5.058122473
1,2,7,5,6,8.84,28.089,0.627133116,0.627133116
1,2,8,3,4,0.7272,20.372,7.809480938,2.905250658
1,5,4,3,3,2.019,15.137,4.736178971,2.461194343
1,8,8,3,2,1.591,14.023,8.074194618,3.083988748
1,6,10,7,8,2.676,38.891,10.44588094,6.544432816
1,5,11,4,3,1.063,20.033,11.38925648,4.041241835
1,4,8,5,7,1.917,31.893,8.855973495,4.382289105
1,10,5,2,6,6.368,21.887,5.281353964,1.603591379
1,2,11,11,2,0.2638,20.647,9.068044531,9.068044531
1,8,4,2,7,6.248,22.993,4.16226172,1.45799425
1,8,6,5,5,3.382,24.522,7.473179381,3.791584446
1,9,4,4,6,5.461,23.97,5.238165431,2.766953304
1,4,4,3,7,2.952,24.999,4.180677125,2.561950894
1,4,11,8,7,1.503,36.966,11.97248783,6.533840366
1,10,7,6,7,4.843,32.308,8.290381111,4.932590105
1,9,8,3,7,4.881,28.371,7.889749703,2.708812886
1,4,8,6,5,1.384,27.652,9.479493562,5.209450733
1,8,11,2,4,2.337,19.565,11.06522911,1.954560679
1,8,7,3,7,4.655,27.69,6.957828835,2.683931905
1,9,11,10,7,3.13,40.223,10.40865528,10.40865528
1,8,8,2,4,2.919,18.481,8.213936847,1.822584194
1,10,9,8,8,4.475,39.2,9.909895453,7.107435382
1,11,9,6,3,2.426,20.914,9.980771031,5.08723894
1,8,6,5,7,4.33,29.71,7.429083735,3.648821365
1,2,7,2,6,1.062,23.277,7.185941768,1.686550275
1,7,6,6,4,2.248,22.992,8.366192967,4.517817842
1,7,11,9,7,2.56,37.996,11.93090544,7.350442952
1,8,10,9,6,2.766,34.38,9.175275538,8.750792817
1,8,11,8,6,2.753,34.132,10.38563288,7.567726488
1,6,11,9,7,2.194,37.996,11.93598926,7.347870045
1,2,5,4,2,0.4832,13.848,5.140660263,4.011243827
1,5,11,7,5,1.39,29.842,13.39500695,5.503406415
1,4,5,5,5,1.843,23.623,6.457183082,3.632406911
1,8,6,4,3,2.399,17.861,6.856113988,3.64536963
1,11,9,6,3,2.426,20.914,9.980771031,5.08723894
1,8,5,4,6,4.679,25.047,5.094717779,3.564646673
1,11,10,3,4,3.497,21.09,9.564847265,2.923863317
1,3,5,4,3,0.9814,16.949,6.236533198,3.177382155
1,6,7,4,7,3.354,29.298,6.993823394,3.601248942
1,5,6,4,4,1.896,20.631,7.039219588,3.307610749
1,7,9,5,8,3.571,34.877,9.405527904,4.332408158
1,11,10,9,8,4.504,41.268,11.11601441,8.050131508
1,10,6,3,8,6.757,29.201,6.131172347,2.527127681
1,6,5,4,8,4.211,29.939,4.749048026,3.844836447
1,10,11,8,7,3.758,36.966,11.9681329,6.535733038
1,2,4,2,3,0.925,13.832,4.055043993,1.874701327
1,8,7,2,5,3.907,20.718,6.742530286,1.841294389
1,4,11,3,4,1.195,21.397,10.45587984,2.933388541
1,10,10,4,4,2.811,23.099,10.90273842,3.846155592
1,10,11,11,2,1.319,20.647,9.068044531,9.068044531
1,10,4,4,7,6.715,26.288,5.151652433,2.739953595
1,4,7,4,2,0.8251,14.758,6.789031775,4.117405939
1,5,8,2,5,2.247,21.213,7.660715772,1.866039404
1,3,10,5,2,0.5034,16.357,8.692201961,5.034092085
1,5,7,3,7,2.91,27.69,6.954418945,2.68527097
1,3,7,6,3,0.7205,20.457,8.506569474,5.240974078
1,10,11,8,4,2.267,28.405,11.65455975,7.992413573
1,7,10,8,5,2.098,31.238,8.918536152,8.918536152
1,10,11,2,3,2.405,16.261,10.58369235,1.973273676
1,10,11,9,4,2.162,28.17,13.62412924,6.929478236
1,2,8,4,5,0.8099,24.712,8.162421196,3.653248181
1,10,3,3,5,6.438,19.247,3.970466935,2.076279042
1,2,9,5,5,0.6846,27.08,10.15109895,4.547296433
1,3,9,2,5,1.249,21.807,8.558149552,1.966209361
1,6,8,2,3,1.82,15.569,7.776586959,1.957266781
1,9,4,2,6,6.319,21.011,4.389703553,1.523687395
1,9,6,5,7,4.871,29.71,7.430136487,3.648337178
1,5,4,3,4,2.563,17.827,4.396008112,2.560286202
1,4,10,8,3,0.7979,24.082,8.626304554,8.626304554
1,8,10,8,3,1.596,24.082,8.625223563,8.625223563
1,3,11,7,7,1.169,25.868,12.55956391,0.780260871
1,2,6,3,5,1.005,22.17,5.911858764,2.923138037
1,3,11,6,6,1.096,32.65,10.16658775,6.39795735
1,7,10,7,4,1.752,26.905,10.46316468,7.052526993
1,11,10,9,6,3.803,34.38,9.192313089,8.734933683
1,5,5,3,3,1.79,16.003,5.662335185,2.705714174
1,4,6,3,3,1.29,16.588,6.675521692,2.779197245
1,6,10,3,8,3.167,32.268,9.533500502,2.853567608
1,7,8,6,6,2.902,30.55,8.47038227,5.62356034
1,10,5,2,2,2.808,11.453,5.503156516,1.852353824
1,2,11,2,3,0.481,16.261,10.58369235,1.973273676
1,7,11,2,5,2.535,22.336,10.42004384,1.910117326
1,8,6,6,2,1.655,15.569,5.507799908,5.507799908
1,6,9,6,3,1.323,20.914,9.985432651,5.085683486
1,7,8,5,8,3.776,34.073,8.505057668,4.236438472
1,7,8,4,6,3.232,27.814,8.061884534,3.863348963
1,2,9,2,8,1.127,29.353,8.751779019,1.698239997
1,4,10,8,7,1.569,36.262,11.17926702,6.36722652
1,6,3,2,2,2.276,10.438,3.433269156,1.771678368
1,10,6,4,3,2.998,17.604,7.071754872,3.370347764
1,9,7,7,7,4.193,33.477,8.256012948,5.826900214
1,9,9,7,8,4.287,37.331,9.651102222,5.832419388
1,10,10,7,8,4.459,38.891,10.45434544,6.539778662
1,2,10,10,4,0.4326,28.272,13.5029626,7.061906629
1,6,6,5,6,2.839,27.228,7.896148195,3.563131396
1,5,9,7,8,2.382,37.331,9.646392154,5.834962715
1,2,9,7,5,0.6185,28.866,11.33891978,5.417085521
1,7,10,7,2,0.462,17.98,31.40628209,4.111440455
1,3,10,2,6,1.275,24.927,10.01945222,1.845607272
1,11,10,5,2,1.845,16.912,7.071489439,6.751774795
1,4,11,8,3,0.7606,23.527,10.31153955,7.695232332
1,9,9,6,7,3.983,33.558,9.766554799,5.082278205
1,3,9,2,6,1.364,24.316,9.09424455,1.741001468
1,9,9,4,4,2.704,22.652,9.887261,3.794122066
1,6,4,3,8,4.495,27.188,5.120747495,1.950963003
1,4,9,2,5,1.665,21.807,8.560739586,1.965726306
1,11,5,3,4,5.088,18.8,5.181631199,2.830329118
1,6,11,4,4,1.584,23.492,11.93081474,3.885589457
1,6,9,5,3,1.339,20.558,10.05868018,4.757893121
1,8,7,4,8,4.708,31.259,7.861317612,2.894853812
1,10,10,10,8,3.937,42.284,11.53522728,8.659842052
1,7,7,6,7,3.39,32.308,8.291217081,4.932144193
1,8,8,2,2,1.611,12.326,8.646920695,1.919024706
1,11,5,3,2,2.861,12.812,5.458379529,2.836332054
1,6,10,4,2,1.01,15.407,9.653119858,3.852125685
1,5,10,9,4,1.135,28.648,11.00344194,8.663283898
1,7,10,9,4,1.589,28.648,11.00344194,8.663283898
1,9,11,11,6,2.778,36.311,11.71587907,8.821123839
1,3,9,2,5,1.249,21.807,8.558149552,1.966209361
1,11,10,7,3,2.26,23.102,8.298144596,8.298144596
1,3,7,7,8,1.55,35.443,8.728610482,5.011003689
1,9,11,8,4,2.04,28.405,11.66082907,7.989033516
1,3,7,6,2,0.5882,16.111,5.855192658,5.855192658
1,11,11,3,5,3.803,24.397,10.93300893,2.79767197
1,4,8,8,8,1.904,37.472,9.537106004,5.99760292
1,7,9,8,6,2.614,33.562,8.209478838,8.209478838
1,3,6,3,8,2.027,29.201,6.131982489,2.526744688
1,8,10,4,2,1.347,15.407,9.648887646,3.853015842
1,10,10,6,4,2.612,25.03,11.30662331,5.076494219
1,3,8,2,7,1.703,26.35,7.542675556,1.818129539
1,6,5,3,6,3.619,23.668,5.481439795,2.468229158
1,11,7,2,5,5.371,20.851,6.724482144,1.911298005
1,8,11,6,4,1.987,26.326,11.45878276,6.070496667
