Relay Height,Gain,Time Constant(T1),Time Constant(T2),Delay,Amplitude ,Time Period,Estimated T1,Estimated T2
1,6.5,8.5,2.5,2,1.261,13.266,8.802085208,2.447279349
1,6.5,9.5,2.5,2,1.165,13.456,9.780822792,2.45000148
1,6.5,10.5,2.5,2,1.082,13.633,10.76172496,2.45989918
1,6.5,11.5,2.5,2,1.01,13.977,11.68481512,2.583087542
1,6.5,12.5,2.5,2,0.9468,14.151,12.66377522,2.609623271
1,6.5,13.5,2.5,2,0.8908,14.235,13.66932146,2.590782818
1,6.5,14.5,2.5,2,0.8409,14.381,14.6574395,2.61532974
1,6.5,15.5,2.5,2,0.7962,14.478,15.65777845,2.617435928
1,6.5,4.5,3.5,2,1.708,13.032,5.057406025,3.200021867
1,6.5,5.5,3.5,2,1.556,13.586,5.794464581,3.389915642
1,6.5,6.5,3.5,2,1.428,14.031,6.621007887,3.481493999
1,6.5,7.5,3.5,2,1.318,14.2,7.666778289,3.315540495
1,6.5,8.5,3.5,2,1.224,14.498,8.54019927,3.351987055
1,6.5,9.5,3.5,2,1.142,14.754,9.427137818,3.376896613
1,6.5,10.5,3.5,2,1.071,14.94,10.32871889,3.367144064
1,6.5,11.5,3.5,2,1.008,15.51,10.98955852,3.692698778
1,6.5,12.5,3.5,2,0.9519,15.695,11.88693516,3.702375434
1,6.5,13.5,3.5,2,0.9018,15.861,12.78240597,3.711278653
1,6.5,14.5,3.5,2,0.8567,16.01,13.67851697,3.718629464
1,6.5,15.5,3.5,2,0.816,16.146,14.57155705,3.726166013
1,6.5,5.5,4.5,2,1.406,14.571,6.127942725,4.238517526
1,6.5,6.5,4.5,2,1.335,15.101,6.18196616,4.834392118
1,6.5,7.5,4.5,2,1.262,15.539,6.641624317,5.090575471
1,6.5,8.5,4.5,2,1.186,15.907,7.491686042,5.057549554
1,6.5,9.5,4.5,2,1.115,16.221,8.404569171,4.999421203
1,6.5,10.5,4.5,2,1.051,16.493,9.314564828,4.954205527
1,6.5,11.5,4.5,2,0.9939,16.676,10.27155156,4.850158153
1,6.5,12.5,4.5,2,0.9604,16.414,11.20766455,4.39198934
1,6.5,13.5,4.5,2,0.901,16.583,12.32727427,4.335137751
1,6.5,14.5,4.5,2,0.8486,16.732,13.43029186,4.292257137
1,6.5,15.5,4.5,2,0.802,16.866,14.52144238,4.259893895
1,6.5,6.5,5.5,2,1.338,15.904,5.561578286,5.561578286
1,6.5,7.5,5.5,2,1.279,15.998,5.825542826,5.825542826
1,6.5,8.5,5.5,2,1.171,16.814,6.427695361,6.427695361
1,6.5,9.5,5.5,2,1.103,16.692,7.670435918,5.958124494
1,6.5,10.5,5.5,2,1.023,16.974,9.227337036,5.514605327
1,6.5,11.5,5.5,2,0.9448,17.206,10.75620934,5.246498923
1,6.5,12.5,5.5,2,0.8979,18.027,10.86593201,6.111219612
1,6.5,13.5,5.5,2,0.862,18.243,11.61248094,6.106603726
1,6.5,14.5,5.5,2,0.8283,17.795,13.09362806,5.269651644
1,6.5,15.5,5.5,2,0.7967,17.953,13.84571813,5.274705757
1,6.5,7.5,6.5,2,1.222,17.166,6.183655134,6.183655134
1,6.5,8.5,6.5,2,1.099,17.515,6.900898273,6.900898273
1,6.5,9.5,6.5,2,1.025,17.463,7.634734778,7.155639958
1,6.5,10.5,6.5,2,0.9872,17.788,8.16658776,7.239889843
1,6.5,11.5,6.5,2,0.9441,18.067,9.222065188,6.93028215
1,6.5,12.5,6.5,2,0.9026,18.317,10.1665777,6.766632513
1,6.5,13.5,6.5,2,0.8644,18.45,11.21407165,6.488046093
1,6.5,14.5,6.5,2,0.8292,18.658,12.04048146,6.445775929
1,6.5,15.5,6.5,2,0.7969,19.666,11.2703876,8.11535051
1,6.5,2.5,1.5,2,3.007,9.398,2.591160605,1.413633132
1,6.5,3.5,1.5,2,2.544,10,3.453251354,1.470916237
1,6.5,4.5,1.5,2,2.205,10.513,4.292672234,1.549840433
1,6.5,5.5,1.5,2,1.943,10.853,5.177801731,1.561155728
1,6.5,6.5,1.5,2,1.733,11.121,6.079062869,1.56542984
1,6.5,7.5,1.5,2,1.555,11.263,7.046786914,1.522682702
1,6.5,8.5,1.5,2,1.407,11.431,8.018092408,1.515638946
1,6.5,9.5,1.5,2,1.286,11.68,8.96390031,1.563816063
1,6.5,10.5,1.5,2,1.184,11.799,9.924201786,1.558636891
1,6.5,11.5,1.5,2,1.097,11.815,10.88516405,1.51522705
1,6.5,12.5,1.5,2,1.022,12.017,11.83799178,1.563320088
1,6.5,13.5,1.5,2,0.9569,12.095,12.78877134,1.560555249
1,6.5,14.5,1.5,2,0.8996,12.072,13.73343676,1.518557993
1,6.5,15.5,1.5,2,0.8489,12.252,14.68743281,1.567627747
1,6.5,3.5,2.5,2,2.122,11.301,4.177004375,2.112272003
1,6.5,4.5,2.5,2,1.863,12.001,4.994857238,2.352936183
1,6.5,5.5,2.5,2,1.663,12.33,6.002677523,2.314722364
1,6.5,6.5,2.5,2,1.502,12.838,6.864784972,2.477895773
1,6.5,7.5,2.5,2,1.371,13.008,7.865821615,2.415043856
1,6.5,8.5,2.5,2,1.261,13.266,8.802085208,2.447279349
1,6.5,9.5,2.5,2,1.165,13.456,9.780822792,2.45000148
1,6.5,10.5,2.5,2,1.082,13.633,10.76172496,2.45989918
1,6.5,11.5,2.5,2,1.01,13.977,11.68481512,2.583087542
1,6.5,12.5,2.5,2,0.9468,14.151,12.66377522,2.609623271
1,6.5,13.5,2.5,2,0.8908,14.235,13.66932146,2.590782818
1,6.5,14.5,2.5,2,0.8409,14.381,14.6574395,2.61532974
1,6.5,15.5,2.5,2,0.7962,14.478,15.65777845,2.617435928
1,6.5,4.5,3.5,2,1.708,13.032,5.057406025,3.200021867
1,6.5,5.5,3.5,2,1.556,13.586,5.794464581,3.389915642
1,6.5,6.5,3.5,2,1.428,14.031,6.621007887,3.481493999
1,6.5,7.5,3.5,2,1.318,14.2,7.666778289,3.315540495
1,6.5,8.5,3.5,2,1.224,14.498,8.54019927,3.351987055
1,6.5,9.5,3.5,2,1.142,14.754,9.427137818,3.376896613
1,6.5,10.5,3.5,2,1.071,14.94,10.32871889,3.367144064
1,6.5,11.5,3.5,2,1.008,15.51,10.98955852,3.692698778
1,6.5,12.5,3.5,2,0.9519,15.695,11.88693516,3.702375434
1,6.5,13.5,3.5,2,0.9018,15.861,12.78240597,3.711278653
1,6.5,14.5,3.5,2,0.8567,16.01,13.67851697,3.718629464
1,6.5,15.5,3.5,2,0.816,16.146,14.57155705,3.726166013
1,6.5,5.5,4.5,2,1.406,14.571,6.127942725,4.238517526
1,6.5,6.5,4.5,2,1.335,15.101,6.18196616,4.834392118
1,6.5,7.5,4.5,2,1.262,15.539,6.641624317,5.090575471
1,6.5,8.5,4.5,2,1.186,15.907,7.491686042,5.057549554
1,6.5,9.5,4.5,2,1.115,16.221,8.404569171,4.999421203
1,6.5,10.5,4.5,2,1.051,16.493,9.314564828,4.954205527
1,6.5,11.5,4.5,2,0.9939,16.676,10.27155156,4.850158153
1,6.5,12.5,4.5,2,0.9604,16.414,11.20766455,4.39198934
1,6.5,13.5,4.5,2,0.901,16.583,12.32727427,4.335137751
1,6.5,14.5,4.5,2,0.8486,16.732,13.43029186,4.292257137
1,6.5,15.5,4.5,2,0.802,16.866,14.52144238,4.259893895
1,6.5,6.5,5.5,2,1.338,15.904,5.561578286,5.561578286
1,6.5,7.5,5.5,2,1.279,15.998,5.825542826,5.825542826
1,6.5,8.5,5.5,2,1.171,16.814,6.427695361,6.427695361
1,6.5,9.5,5.5,2,1.103,16.692,7.670435918,5.958124494
1,6.5,10.5,5.5,2,1.023,16.974,9.227337036,5.514605327
1,6.5,11.5,5.5,2,0.9448,17.206,10.75620934,5.246498923
1,6.5,12.5,5.5,2,0.8979,18.027,10.86593201,6.111219612
1,6.5,13.5,5.5,2,0.862,18.243,11.61248094,6.106603726
1,6.5,14.5,5.5,2,0.8283,17.795,13.09362806,5.269651644
1,6.5,15.5,5.5,2,0.7967,17.953,13.84571813,5.274705757
1,6.5,7.5,6.5,2,1.222,17.166,6.183655134,6.183655134
1,6.5,8.5,6.5,2,1.099,17.515,6.900898273,6.900898273
1,6.5,9.5,6.5,2,1.025,17.463,7.634734778,7.155639958
1,6.5,10.5,6.5,2,0.9872,17.788,8.16658776,7.239889843
1,6.5,11.5,6.5,2,0.9441,18.067,9.222065188,6.93028215
1,6.5,12.5,6.5,2,0.9026,18.317,10.1665777,6.766632513
1,6.5,13.5,6.5,2,0.8644,18.45,11.21407165,6.488046093
1,6.5,14.5,6.5,2,0.8292,18.658,12.04048146,6.445775929
1,6.5,15.5,6.5,2,0.7969,19.666,11.2703876,8.11535051
1,8,2.5,1.5,4,5.662,14.181,2.823601905,1.15455083
1,8,3.5,1.5,4,5.102,15.075,3.399997912,1.367787582
1,8,4.5,1.5,4,4.507,15.83,4.259880849,1.433258309
1,8,5.5,1.5,4,3.984,16.347,5.248496773,1.399602614
1,8,6.5,1.5,4,3.576,16.927,6.184572052,1.460715386
1,8,7.5,1.5,4,3.24,17.334,7.139645759,1.470152633
1,8,8.5,1.5,4,2.961,17.578,8.093864398,1.434514926
1,8,9.5,1.5,4,2.724,17.863,9.050876093,1.437624099
1,8,10.5,1.5,4,2.522,18.109,10.00608974,1.440119286
1,8,11.5,1.5,4,2.374,18.306,10.80904846,1.447687262
1,8,12.5,1.5,4,2.194,18.494,11.92391146,1.435797075
1,8,13.5,1.5,4,2.06,18.525,12.85941954,1.386161846
1,8,14.5,1.5,4,1.991,18.956,13.45852797,1.515350696
1,8,15.5,1.5,4,1.835,19.1,14.83350865,1.495052488
1,8,3.5,2.5,4,4.673,16.694,3.424360123,2.354713759
1,8,4.5,2.5,4,4.114,17.668,4.469361681,2.416373499
1,8,5.5,2.5,4,3.691,18.383,5.468313557,2.438949849
1,8,6.5,2.5,4,3.359,18.808,6.466779075,2.361967099
1,8,7.5,2.5,4,3.069,19.28,7.451878374,2.370919864
1,8,8.5,2.5,4,2.829,19.873,8.365037923,2.493586258
1,8,9.5,2.5,4,2.624,20.231,9.326859967,2.503713082
1,8,10.5,2.5,4,2.445,20.327,10.33366757,2.397546294
1,8,11.5,2.5,4,2.29,20.593,11.28830741,2.404342147
1,8,12.5,2.5,4,2.153,20.83,12.24518451,2.410201179
1,8,13.5,2.5,4,2.032,21.002,13.19947046,2.397079529
1,8,14.5,2.5,4,1.923,21.193,14.15726853,2.401827055
1,8,15.5,2.5,4,1.825,21.367,15.1153838,2.406526967
1,8,4.5,3.5,4,3.706,18.862,5.109332757,2.908342103
1,8,5.5,3.5,4,3.4,19.469,5.994481603,2.927219953
1,8,6.5,3.5,4,3.067,20.334,7.040201438,3.111063616
1,8,7.5,3.5,4,2.794,20.858,8.207497474,3.093829603
1,8,8.5,3.5,4,2.575,21.338,9.28684604,3.122980024
1,8,9.5,3.5,4,2.392,22.095,10.21581611,3.374772162
1,8,10.5,3.5,4,2.236,22.477,11.25182674,3.403271347
1,8,11.5,3.5,4,2.101,22.812,12.27274195,3.427944295
1,8,12.5,3.5,4,1.983,23.109,13.27903178,3.449904042
1,8,13.5,3.5,4,1.878,23.374,14.28167812,3.46819375
1,8,14.5,3.5,4,1.783,23.182,15.38101731,3.249535715
1,8,15.5,3.5,4,1.696,23.122,16.43935058,3.125204657
1,8,5.5,4.5,4,3.044,20.818,6.856023018,3.506402014
1,8,6.5,4.5,4,2.904,21.806,6.877856623,4.245967604
1,8,7.5,4.5,4,2.595,22.145,8.782313137,3.758508536
1,8,8.5,4.5,4,2.374,23.069,9.894649274,4.068606004
1,8,9.5,4.5,4,2.235,23.562,10.79306482,4.171277891
1,8,10.5,4.5,4,2.11,23.537,11.93060128,3.913323034
1,8,11.5,4.5,4,2,23.909,12.843507,3.978471618
1,8,12.5,4.5,4,1.901,24.248,13.76055424,4.035585484
1,8,13.5,4.5,4,1.811,24.445,14.72490323,4.013669949
1,8,14.5,4.5,4,1.73,24.727,15.64139285,4.059160785
1,8,15.5,4.5,4,1.653,24.975,16.60582229,4.088017295
1,8,6.5,5.5,4,2.565,22.939,8.447611962,4.444253236
1,8,7.5,5.5,4,2.419,23.664,9.089357529,4.761215594
1,8,8.5,5.5,4,2.29,23.807,10.15499145,4.511556716
1,8,9.5,5.5,4,2.175,24.223,10.96633156,4.58169358
1,8,10.5,5.5,4,2.071,24.692,11.73097596,4.717136158
1,8,11.5,5.5,4,1.999,25.143,12.24177129,4.911614467
1,8,12.5,5.5,4,1.877,26.317,12.95614972,5.598361768
1,8,13.5,5.5,4,1.788,26.676,13.93626048,5.62635832
1,8,14.5,5.5,4,1.705,26.941,14.98713141,5.591113543
1,8,15.5,5.5,4,1.63,27.12,16.05384178,5.514957676
1,8,7.5,6.5,4,2.322,24.141,9.596596339,4.947925176
1,8,8.5,6.5,4,2.209,24.689,10.28268334,5.137190402
1,8,9.5,6.5,4,2.141,25.321,10.47292769,5.582921854
1,8,10.5,6.5,4,1.996,26.654,10.94877506,6.570696234
1,8,11.5,6.5,4,1.896,27.058,12.02881441,6.501048419
1,8,12.5,6.5,4,1.804,27.515,13.01699017,6.556030628
1,8,13.5,6.5,4,1.719,27.962,14.00761152,6.629441973
1,8,14.5,6.5,4,1.642,28.316,15.0449287,6.636457251
1,8,15.5,6.5,4,1.57,28.641,16.10869914,6.638059122
1,2,2.5,1.5,5,1.635,16.352,2.590338749,1.216660298
1,2,3.5,1.5,5,1.444,17.351,3.44358486,1.286920366
1,2,4.5,1.5,5,1.276,18.215,4.387760733,1.329302304
1,2,5.5,1.5,5,1.151,18.941,5.248161314,1.395550756
1,2,6.5,1.5,5,1.047,19.526,6.121484634,1.431368444
1,2,7.5,1.5,5,0.9594,19.918,7.003678014,1.410218746
1,2,8.5,1.5,5,0.8844,20.318,7.888734725,1.419368882
1,2,9.5,1.5,5,0.8198,20.661,8.777119756,1.424169043
1,2,10.5,1.5,5,0.7637,20.942,9.666066864,1.419824842
1,2,11.5,1.5,5,0.7146,21.205,10.55688898,1.421627294
1,2,12.5,1.5,5,0.6172,21.44,12.68342931,1.316880696
1,2,13.5,1.5,5,0.6333,21.473,12.30215888,1.359937618
1,2,14.5,1.5,5,0.5994,22.031,13.24282781,1.497536331
1,2,15.5,1.5,5,0.5688,22.054,14.10242442,1.443761112
1,2,3.5,2.5,5,1.302,19.144,3.880441859,2.063983134
1,2,4.5,2.5,5,1.167,20.038,4.846893472,2.11202639
1,2,5.5,2.5,5,1.067,20.806,5.675994745,2.212240735
1,2,6.5,2.5,5,0.9941,21.605,6.319142987,2.429099545
1,2,7.5,2.5,5,0.88,22.179,7.778886017,2.314276805
1,2,8.5,2.5,5,0.812,22.666,8.786025734,2.334467322
1,2,9.5,2.5,5,0.755,23.09,9.765763115,2.356126189
1,2,10.5,2.5,5,0.7063,23.465,10.7259405,2.378007766
1,2,11.5,2.5,5,0.6639,23.568,11.69169647,2.29073794
1,2,12.5,2.5,5,0.6258,23.861,12.64999789,2.306535842
1,2,13.5,2.5,5,0.592,24.134,13.60292074,2.324796905
1,2,14.5,2.5,5,0.563,24.326,14.51158981,2.321084072
1,2,15.5,2.5,5,0.5356,24.544,15.45988264,2.33256249
1,2,4.5,3.5,5,1.104,21.447,4.825479479,3.003663465
1,2,5.5,3.5,5,1.004,22.55,5.66940535,3.290126384
1,2,6.5,3.5,5,0.9957,22.634,5.757793702,3.30153839
1,2,7.5,3.5,5,0.8597,23.741,7.615998328,3.235021387
1,2,8.5,3.5,5,0.8031,24.237,8.527896744,3.245059398
1,2,9.5,3.5,5,0.7536,24.715,9.417497456,3.281833983
1,2,10.5,3.5,5,0.7096,25.514,10.18802987,3.552530109
1,2,11.5,3.5,5,0.6704,25.884,11.10309569,3.55783049
1,2,12.5,3.5,5,0.6351,26.233,12.01654656,3.571400398
1,2,13.5,3.5,5,0.6032,26.57,12.92748799,3.594875859
1,2,14.5,3.5,5,0.5742,26.855,13.84930264,3.602243309
1,2,15.5,3.5,5,0.5479,27.115,14.76839299,3.608949206
1,2,5.5,4.5,5,0.9222,23.565,6.487800637,3.577411059
1,2,6.5,4.5,5,0.862,24.338,7.225846044,3.771528188
1,2,7.5,4.5,5,0.7813,25.046,8.644260425,3.702703097
1,2,8.5,4.5,5,0.727,26.073,9.480613845,4.092389019
1,2,9.5,4.5,5,0.6802,26.647,10.51973969,4.154091094
1,2,10.5,4.5,5,0.6394,27.165,11.5480898,4.213693649
1,2,11.5,4.5,5,0.6035,27.639,12.56641279,4.272841594
1,2,12.5,4.5,5,0.5711,28.063,13.60248086,4.318569804
1,2,13.5,4.5,5,0.5417,27.871,14.83031959,4.00368456
1,2,14.5,4.5,5,0.5151,28.185,15.88270801,4.025937734
1,2,15.5,4.5,5,0.4908,28.469,16.94531741,4.043111677
1,2,6.5,5.5,5,0.7844,25.868,8.018000012,4.507953097
1,2,7.5,5.5,5,0.7328,26.689,8.904060744,4.727476793
1,2,8.5,5.5,5,0.6887,27.415,9.790961379,4.907888546
1,2,9.5,5.5,5,0.6503,28.07,10.67614649,5.064095512
1,2,10.5,5.5,5,0.6144,28.068,11.98211289,4.677304305
1,2,11.5,5.5,5,0.5813,28.55,13.00218648,4.740907642
1,2,12.5,5.5,5,0.551,28.802,14.12946304,4.661242656
1,2,13.5,5.5,5,0.5234,29.172,15.20073486,4.688733633
1,2,14.5,5.5,5,0.4983,29.507,16.27983029,4.710731796
1,2,15.5,5.5,5,0.4756,29.812,17.35392799,4.730359501
1,2,7.5,6.5,5,0.6935,27.796,9.284225214,5.408758347
1,2,8.5,6.5,5,0.6544,28.024,10.55835359,5.071526706
1,2,9.5,6.5,5,0.6177,28.682,11.49960348,5.231710179
1,2,10.5,6.5,5,0.5839,29.071,12.62647784,5.176107872
1,2,11.5,6.5,5,0.5529,29.564,13.69219497,5.2404456
1,2,12.5,6.5,5,0.5299,30.007,14.52963041,5.34313318
1,2,13.5,6.5,5,0.5417,31.218,13.12026186,6.61311148
1,2,14.5,6.5,5,0.4928,31.817,15.4575865,6.380961039
1,2,15.5,6.5,5,0.4757,32.209,16.24463755,6.474368242
1,3.5,2.5,1.5,8,3.306,22.366,3.104611116,0.636592415
1,3.5,3.5,1.5,8,2.933,23.802,4.188509476,0.745197066
1,3.5,4.5,1.5,8,2.747,24.895,4.827046981,0.965441393
1,3.5,5.5,1.5,8,2.55,25.586,5.595269306,0.976499734
1,3.5,6.5,1.5,8,2.365,26.669,6.436852096,1.169973722
1,3.5,7.5,1.5,8,2.196,27.251,7.312401611,1.161224694
1,3.5,8.5,1.5,8,2.048,27.875,8.196163745,1.197671161
1,3.5,9.5,1.5,8,1.918,28.413,9.079491674,1.22130735
1,3.5,10.5,1.5,8,1.803,28.905,9.964870359,1.245075517
1,3.5,11.5,1.5,8,1.698,29.34,10.87266754,1.25847917
1,3.5,12.5,1.5,8,1.65,29.903,11.37592484,1.399898033
1,3.5,13.5,1.5,8,1.519,30.074,12.69850661,1.272590882
1,3.5,14.5,1.5,8,1.441,30.388,13.6304631,1.274364815
1,3.5,15.5,1.5,8,1.37,30.674,14.56843946,1.274878038
1,3.5,3.5,2.5,8,2.942,25.718,3.879328041,1.869882263
1,3.5,4.5,2.5,8,2.743,26.84,4.555939761,2.069940697
1,3.5,5.5,2.5,8,2.495,27.837,5.674968342,2.020860718
1,3.5,6.5,2.5,8,2.306,28.66,6.634845132,2.032727053
1,3.5,7.5,2.5,8,2.151,29.396,7.526520983,2.072526246
1,3.5,8.5,2.5,8,2.021,30.296,8.347204304,2.243384129
1,3.5,9.5,2.5,8,1.908,30.948,9.172427366,2.315273511
1,3.5,10.5,2.5,8,1.806,31.276,10.02452767,2.249994072
1,3.5,11.5,2.5,8,1.714,31.766,10.86125311,2.282546648
1,3.5,12.5,2.5,8,1.629,31.763,11.71721536,2.111087884
1,3.5,13.5,2.5,8,1.548,32.893,12.61844691,2.438461235
1,3.5,14.5,2.5,8,1.473,32.958,13.54001987,2.312691307
1,3.5,15.5,2.5,8,1.403,33.286,14.48510367,2.310746571
1,3.5,4.5,3.5,8,2.603,28.595,4.558130833,3.097348819
1,3.5,5.5,3.5,8,2.43,29.557,5.468290855,3.08595469
1,3.5,6.5,3.5,8,2.24,30.732,6.507712101,3.202491669
1,3.5,7.5,3.5,8,2.088,31.598,7.50481521,3.226196474
1,3.5,8.5,3.5,8,1.96,32.357,8.441593182,3.265396806
1,3.5,9.5,3.5,8,1.848,33.033,9.359831155,3.302689699
1,3.5,10.5,3.5,8,1.75,33.638,10.25404713,3.339059071
1,3.5,11.5,3.5,8,1.662,33.826,11.21083261,3.172340801
1,3.5,12.5,3.5,8,1.582,34.299,12.10014819,3.191758176
1,3.5,13.5,3.5,8,1.509,34.73,12.99233642,3.206908358
1,3.5,14.5,3.5,8,1.443,35.126,13.87446209,3.221886375
1,3.5,15.5,3.5,8,1.383,35.358,14.75789066,3.173467394
1,3.5,5.5,4.5,8,2.179,31.241,6.818390263,3.342918929
1,3.5,6.5,4.5,8,2.055,32.325,7.510000901,3.645031577
1,3.5,7.5,4.5,8,2.009,32.214,8.017606714,3.354459172
1,3.5,8.5,4.5,8,1.885,33.731,8.71294751,3.937433819
1,3.5,9.5,4.5,8,1.777,34.465,9.691890342,3.977294065
1,3.5,10.5,4.5,8,1.681,35.116,10.66493467,4.007533902
1,3.5,11.5,4.5,8,1.595,35.543,11.67722641,3.934319536
1,3.5,12.5,4.5,8,1.516,36.06,12.66000241,3.947225951
1,3.5,13.5,4.5,8,1.444,36.529,13.64673435,3.956000961
1,3.5,14.5,4.5,8,1.378,36.957,14.63932935,3.961592727
1,3.5,15.5,4.5,8,1.337,37.39,15.27513258,4.05307748
1,3.5,6.5,5.5,8,2.003,33.636,7.253924228,4.621604166
1,3.5,7.5,5.5,8,1.893,34.316,8.291105001,4.493851655
1,3.5,8.5,5.5,8,1.794,35.194,9.116592492,4.656026442
1,3.5,9.5,5.5,8,1.703,35.806,10.08350871,4.62123392
1,3.5,10.5,5.5,8,1.619,36.483,11.004038,4.681564843
1,3.5,11.5,5.5,8,1.541,37.094,11.95820344,4.718711483
1,3.5,12.5,5.5,8,1.479,37.668,12.75567898,4.805621664
1,3.5,13.5,5.5,8,1.402,38.986,13.62619163,5.320033327
1,3.5,14.5,5.5,8,1.34,39.495,14.65172487,5.330669489
1,3.5,15.5,5.5,8,1.284,39.969,15.65524039,5.34867135
1,3.5,7.5,6.5,8,1.807,35.399,8.783688465,4.952695899
1,3.5,8.5,6.5,8,1.719,36.295,9.547860737,5.169256538
1,3.5,9.5,6.5,8,1.635,37.093,10.42442421,5.293397676
1,3.5,10.5,6.5,8,1.557,37.811,11.3508141,5.373490192
1,3.5,11.5,6.5,8,1.483,39.33,11.81961406,6.189762991
1,3.5,12.5,6.5,8,1.416,39.987,12.82603587,6.224965091
1,3.5,13.5,6.5,8,1.355,40.631,13.80049347,6.294003885
1,3.5,14.5,6.5,8,1.299,41.199,14.79275279,6.332299109
1,3.5,15.5,6.5,8,1.246,41.722,15.82149326,6.354316081
1,10,10,6,5,3.082,28.417,11.71648181,4.981702208
1,2,5,4,2,0.4832,13.848,5.140660263,4.011243827
1,1,6,2,5,0.5358,20.023,5.820556926,1.752234256
1,5,10,9,7,1.886,37.214,11.61116651,6.88817312
1,9,10,10,7,3.26,39.401,9.902305439,9.902305439
1,6,4,2,3,2.775,13.832,4.055043993,1.874701327
1,7,4,1,2,2.606,9.285,3.982151711,0.952901255
1,5,7,4,2,1.031,14.758,6.796049835,4.114354818
1,6,5,2,5,3.563,19.625,4.787132215,1.906774927
1,6,9,2,6,2.729,24.316,9.089376149,1.74189946
1,5,2,1,2,2.748,8.209,2.161431183,0.862879393
1,6,5,1,6,4.084,19.737,4.758213582,0.782766443
1,9,8,6,3,2.071,20.523,9.43121602,4.930922012
1,9,8,3,6,4.264,26.056,8.298110724,2.760962713
1,1,9,2,5,4.163,21.807,0.52626008,0.52626008
1,9,6,2,4,3.96,17.527,6.263948127,1.732655388
1,2,9,3,2,0.3688,14.033,9.132743425,2.903761029
1,3,3,3,7,2.259,23.683,4.443534984,1.670397313
1,6,6,3,2,1.415,13.323,6.281567137,2.984921698
1,6,5,2,7,4.374,24.141,4.735603214,1.764506841
1,6,10,9,6,2.074,34.38,9.232865055,8.697524918
1,10,5,3,7,6.886,26.115,4.774588447,2.861233035
1,2,4,3,5,1.186,20.419,4.41837374,2.555665387
1,8,9,1,7,4.128,24.226,8.529553258,0.70099841
1,5,10,6,7,2.112,34.255,10.53465092,5.227480109
1,8,9,4,2,1.435,15.426,8.528625971,4.148909804
1,8,5,3,4,3.701,18.643,5.287301432,2.677193014
1,6,9,7,7,2.56,34.714,9.891039988,5.841099262
1,7,3,1,4,4.805,13.663,3.119279948,0.769498777
1,2,5,4,3,0.6543,16.949,6.235764226,3.177671535
1,10,8,2,5,4.494,21.213,7.660715772,1.866039404
1,1,9,7,7,0.4266,34.714,9.895989844,5.838607937
1,3,9,5,2,0.5455,16.14,6.947545396,5.684286843
1,1,9,8,3,0.2073,23.406,8.248959831,8.248959831
1,9,8,1,7,5.008,23.911,7.652242841,0.743233518
1,8,7,6,7,3.874,32.308,8.293306252,4.931030269
1,10,5,3,2,2.601,12.812,5.457926927,2.836494742
1,5,8,1,5,2.322,18.868,7.277103293,0.919472823
1,4,10,7,2,0.616,17.98,7.610940545,7.610940545
1,10,1,1,7,9.909,17.387,2.221071023,-0.178346737
1,6,10,6,5,1.849,28.417,11.71901483,4.980975369
1,6,10,3,4,1.907,21.09,9.568534848,2.923152496
1,6,3,3,7,4.518,23.683,4.443534984,1.670397313
1,7,5,5,6,3.716,26.456,6.021036885,3.970742966
1,5,10,7,5,1.461,29.302,12.46637291,5.380174966
1,8,7,3,5,3.684,22.842,6.928495369,2.931738325
1,10,10,2,2,1.692,12.664,10.76988233,1.929186701
1,6,8,4,6,2.771,27.814,8.056688452,3.865471057
1,9,3,1,5,7.015,15.791,3.056760371,0.69402365
1,9,9,6,2,1.55,17.339,6.762586017,6.762586017
1,3,9,8,3,0.6219,23.406,8.248959831,8.248959831
1,1,4,4,5,0.5548,21.524,4.639391922,3.173739884
1,3,8,6,6,1.244,30.55,8.462674504,5.628031095
1,5,8,4,7,2.613,30.407,7.77927552,3.920253053
1,4,7,6,3,0.9607,20.457,8.505687892,5.241378662
1,10,10,9,3,1.905,23.721,9.267013243,8.739444601
1,3,5,4,6,1.755,25.047,5.088858448,3.568655713
1,2,2,1,4,1.589,12.697,2.337196152,0.634624883
1,3,9,6,5,0.9793,27.815,10.75390526,4.858524022
1,7,9,3,7,3.557,28.913,8.815622515,2.700415934
1,10,5,4,6,5.849,25.047,5.093548172,3.565446158
1,1,5,5,4,0.3808,20.837,6.828232622,3.531132127
1,2,9,6,5,0.6529,27.815,10.75273397,4.858898234
1,9,8,3,7,4.881,28.371,7.889749703,2.708812886
1,5,10,2,6,2.125,24.927,10.01945222,1.845607272
1,2,10,2,3,0.5167,16.218,9.627042178,2.047010024
1,4,10,9,6,1.383,34.38,9.175275538,8.750792817
1,5,7,3,4,1.957,19.894,6.957307166,2.859538229
1,2,5,3,5,1.108,21.219,4.947050658,2.782864205
1,10,7,4,2,2.063,14.758,6.786689991,4.11842605
1,9,10,1,2,1.638,10.514,9.87969022,1.010747972
1,2,8,7,7,0.8926,33.889,9.259663778,5.557934597
1,2,7,6,7,0.9685,32.308,8.293306252,4.931030269
1,4,9,3,4,1.357,20.781,8.677956447,2.933258039
1,3,9,1,7,1.548,24.226,8.529553258,0.70099841
1,9,9,2,4,3.146,18.966,8.686791602,1.978001061
1,7,5,2,2,1.966,11.453,5.50128339,1.852730407
1,1,5,2,6,0.6368,21.887,5.281353964,1.603591379
1,10,10,3,7,4.781,29.438,9.721652813,2.718911113
